sentiment,content
1,@sparklingshoes yeah it's my friends 18th today as well ^^ it's always like a running joke we have
1,@SOLAMAYA Went to your site! Would love to help &amp; work with you! I will do whatever I can to help support your cause! Awesome!!!!
1,"@Joannah11 I've had @hempware for a while now, just in case. And yeah, I start work there again tomorrow. Very excited"
2,just got home and  i got to freakkin clen
2,@iNetters thank you
1,net .. net .. net ..  hmm. bad weather .. weird summer!
1,"@fanboy_uk Yeah, but it's Myst!"
0,up and listening to The Monsters.
0,@chickwoman97  im riding the highs and lows of moods now.... chores blow
0,@hookedonwinter   your picture makes me thristy EVERYDAY!
2,@Weezul my friend it's 5:10am here and can't fall asleep I need to be counting sheep too ha
1,@taylorswift13 i love Paramore!  welcome back
0,i thought payday was today but its on saturday  so happy hour wont be happening today lol...thank goodness its friday tho !!
0,"@vocabularies i know, don't tell anyone  i dont know if my dad told the famz yet. i think i'm taking it online."
1,On my way home...today was UBER funn..seriously a great day..i love my family
2,@Tarale dinner appointment tonight
2,rickbaker24 follow me please. i only have 6
1,"i love this girl @esmeeworld ,she rocks!"
1,just woke up and feeling real good cause of krispy kreme. I WANT ME SOME DOUGHNUTS
1,@JamFactory Andy of Crazy Label has found me a Vimto droplet! Yay!
2,@Lickasha sorry 19/female/atl very lonely
0,I think Ive buggered up my mobile  ack. I am a stubborn arse and refuse to get a new one.
1,@SamBennington  cool  you are here too  hi sam  how are you???
1,doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!
0,"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn't feel right without em"
2,"@zacjones13 why, hello there  How's life on the other side of the screen?"
2,the weather is good mmm what to do today??? shame working tomorrow
0,Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.
0,history project
0,"@tabfam Oh god, that's terrible."
1,heading to Kitsilano for a BBQ  this weather is b.e.a... UTIFUL!! x
0,Yao is out for the rest of the season! NOOO!..staying home on a Saturday night...SHOCK....got my phone fixed
0,On my way to work! I'm runnin late and I'm sooooo tired!
1,philosophy final today! thank you @sportygirlie08 it's 3 days now!!!!
1,finally home!! tomorrow is day 2 of &quot;Amazing&quot;.
1,Eating some ice cream cake  its bomb!
2,@Atomik re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr
2,@rominafahem morning romina.
1,@Polymath7 hey I didn't get the email yet
2,@mcaulay See you in 10
1,i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha
0,&quot;And now my mom and her friend are drinking.. Greatt..&quot;
0,almost everyone can suck my clit right about now. ive had it up to here with people fucking me over !
0,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   @Jonasbrothers
2,Taking the day off and doing absolutely nothing    Studying begins on the morrow
0,Note 2 all twoloers: neva stay @ a candlelight suites shower is slow and the toilet sux and the bed is tiny!
1,"Hey my twitter friends, tho very few!!!!"
1,@snappingturtle @Jonin60seconds requested the date - and he is the guest of honour after all...
1,"@steph1985 Bye  Btw, you like Simple Plan, Hoobastank, Bon Jovi, Linkin Park TOO? I love them !!!"
1,@DebbieFletcher Haha! I'll try that next time he's up north!  Thanks for the tip. xxx
0,Sigh. I'm getting off the computer now to do even MORE homework... Bye
0,@joelhouston maybe I missed my chance this time
1,@christinaof94 Lol  It's like you have a cult.. haha
1,Caps lost. ARGH! But HP game evening was much fun
0,Nothing like waking up slow in the morning. Docs appt today.
0,UP is the saddest movie i've ever seen
0,WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter
2,@sam_burnett Firmly embedded in her Hampstead constituency then
1,"@AmberCadabra Wow, I haven't watched that movie in ages. It is quite fantastic."
1,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team
0,doesn't sound so great at all  http://is.gd/JslB #palmpre
0,"@marijo008 no he sabido nada de ti, this is making me a bit sad I must say!"
2,Editing all the photos I took at my brothers soccer game. He's got a lot of work to do as a coach.
1,? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ]
2,Going out. A barbeque maybe?
1,Just checked email and got a follower withb same name as me living in Oz. Welcome on board my alrer ego @changa13
2,"Oh, time to eat and make conversation with the domestic partner."
0,"i hate snoring. remind me if my future husband ever snores, we're getting a divorce."
1,I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite
1,"@mogz Yes, I downloaded it from the website and since I'm tweeting from it now, it must work"
1,enjoying my coffee with this super delicious cookie
0,I don't feel good.  .My throat hurts!!!!
2,is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters
1,Good Afternoon
0,@ELIZABETHANNN I'm sorryyyyyy  I'll be home as fast as possible where we meeting at?
2,kinda has a headache...
1,has decided NOT TO GO TO UNI TODAY!  http://plurk.com/p/su0yr
2,@pinksage &quot;Thank god you didn't go gay until after you had me...&quot;
2,@mileycyruuus what are u doing now ??
2,@taylorswift13 hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   xx
1,"@MikeyAllStars  We are of like minds this evening , my dear!"
2,@rgambarini Instrumentalists like to give singers a hard time. But the vocalist's job is the toughest when he/she is sick.
0,"Ugh my neck really hurts  I'm out aquatards, xox"
1,@MarieLuv ahh that would rock
1,Rather jealous of my football club who have all gone to Portugal on tour today. They're even playing a Sporting Lisbon veterans side.
0,Got out of work late. Lame! Busy day.
1,@notlikemedicine Nice! That sounds great! Let me know when and where.
1,"@LeMonjat Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below  Is it that you are in Germany right now? .. or in Spain? ;D"
1,"BARA, BOOBS, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah"
0,"I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in"
1,@felixcau Hehe
0,is nervous about getting a house out in town
0,I should sleep. I've got like 5-6 hours to sleep before work. Then I've got Tuesday- Thursday off... sweet
2,"@Agent_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it"
2,@mbrislane officially MOSS doesnt work on Vista  but unofficially its fine
0,in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   ))
1,Just finished The Minish Cap. It's a great game! I'll miss Ezlo and Link.
1,falling asleep and waking to gun shots arent fun
0,"Got stuck in a traffic jam today, i now have one sunburned arm"
1,off to a date with vaahedh! -_- well...atleast its the last one
2,@lightgood Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
2,@NotetoShells yes it does
1,About to take a shower. Then see how annas doing
0,u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.
2,@lwmedium when i go to the ticketmaster site it says &quot;no lisa williams events to be found&quot;
2,R-T @michaeldunlop 30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share
0,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something
0,"ahhhh, very sad"
1,"Happy Mother's Day to all the Mom's out there, but especially to my wonderfuly Mommy"
2,@chictopia it's ok because one of my favorite movie series is Star Wars. That makes me more of a dork than you
1,"@J00wish will do  it's only ï¿½34.99 on play.com, so might just buy it, it certainly looks and sounds good enough! i'm excited for it lol"
2,Seriously. I dont like girls.
0,Packing  I don't like it..
2,dont go... im sorry for disappointing you
1,"@vuzzello Yeah, they're great. I think we'll hear more of them in the years to come"
1,@JenAlaniz Don't worry you will have Ava to distract you on the flight
0,Is feeling really bad about goofin' on @NinaParkerTMZ not knowing she really wasn't at the meeting! Dang I'm sorry! Me &amp; my big 'ol mouth
1,FGinished Doinn Fake Tann Sitting Drinknig Coke And Watching Ink Heart
1,Off to work
1,"@oscarrplz thanks oscc  i have been changing it up lately, and I like this layout the most &lt;33"
2,Captain Jack is back
1,@officialTila cant believe tila tequila was in ct and i didnt know... so upset
2,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I'm up! lol
1,"@Tyrese4ReaL thanks, I deserve it."
2,Awwwwwww holly
0,@Cyhwuhx You look nothing like your Twitter avatar!
1,@DeepaPrabhu Thanks and thanks
1,"@honk4peace Yes, we do love and miss you @ChubbyGayMan Others have told me privately too"
0,I hope amy is okai
1,"derby day! woooo, come on UNITED!"
2,@ODWGOOG Absolutely ...
0,@thriftymommy well my daughter is 20 now...thats why I said 'I miss those days'...they go by sooo fast
0,missed my friggin hair appt!!!
1,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!"
1,@theroughguide at least I have an ironed shirt and i'm not really shockable.  hope you have a good day. Xxxx
1,@ckanal funny you should say...am filling it out as we speak ;) cheers!
2,Just wants to stay in bed all day but has to go to work instead  sux
1,@Woahitssarah i believe that you are
2,"I am so bored, i really don't know what to do!"
2,"@KimKardashian You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore)."
1,"going on a picnic with my dad - atleast i persauded him out of the idea of walking &amp; cycling. yum, special k."
1,@ZuriEventsLLC aww I wish the same thing...
1,@mikebreed There's a reason why they're so cute at times - to prevent you from throwing them overboard when they scream every 2 hrs...
1,"@dangriffey In France it was last Friday and also the coming one, we are working"
0,I missed the math trade
1,Congratulations Mr. Jay-el and Mrs. Maricar Chu! Wish you all the best in the world!
0,@Itxi_Itx no credits for me unfortunately!
0,@twebbstack haha &amp; you can tell your kids how I was the one who hooked youz up  lmao
0,miss my hubby already!
2,I want my Katie.
1,Two week extension on contract ... I'm ready for it to be done
0,Really disappointed I can't make it to bloomington for @sproutbox launch party tonight  if you're around you should check it out
1,@gerdaduring i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol
1,about to take my mum out for jewellery shopping and a coffee for mothers day
0,Still hating the whole Twitter replies thing. I feel like I'm missing bits.  #fixreplies
1,"first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh"
0,@eddyhendergrass that sounds like the scariest zombie dream ever.
0,is sad that Piggy died
2,Back from Worcester.  My work week starts on Friday at 2:30.
0,"@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled"
0,"@MightyJunebugg nooo... as a font connoisseur i can totally relate dude, my heart goes out to you"
